id,name,username,created_at,protected,withheld,location,url,description,verified,entities,profile_image_url,public_metrics,pinned_tweet_id
3279993804,ゆるい工作部,yurui_kousaku,2015-07-14T23:49:39.000Z,FALSE,,,,ＤＩＹ、ＳＵＰセイリング、カイト、ミニボート、カヤック、スーパーカブ、自転車、ラジコン、木工時計、電子工作、工作、プログラム、スケボー、アウトドア、音楽関係など,FALSE,,https://pbs.twimg.com/profile_images/621842746077151232/5-N8ZAsJ_normal.jpg,"{'followers_count': 236, 'following_count': 1, 'tweet_count': 123948, 'listed_count': 15}",
1255480631418650625,ぷろぐきっず@小学校プログラミング教育の情報サイト,progkidscom,2020-04-29T12:55:01.000Z,FALSE,,,https://t.co/jCjO69hYqs,幼児・小学生向けのプログラミング教育サイトです。プログラミング教育とは何をするのか？という保護者の疑問を解決します✨おもちゃ/絵本/アプリ/オンライン教室/通信教育/スクールの紹介✨【プログラミング関連の情報を発信中】#プログラミング教育 #プログラミング的思考 #知育 #プログラミング教室,FALSE,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/jCjO69hYqs', 'expanded_url': 'https://prog-kids.com', 'display_url': 'prog-kids.com'}]}, 'description': {'hashtags': [{'start': 109, 'end': 119, 'tag': 'プログラミング教育'}, {'start': 120, 'end': 131, 'tag': 'プログラミング的思考'}, {'start': 132, 'end': 135, 'tag': '知育'}, {'start': 136, 'end': 146, 'tag': 'プログラミング教室'}]}}",https://pbs.twimg.com/profile_images/1255480843105075200/m9_iBidk_normal.jpg,"{'followers_count': 530, 'following_count': 336, 'tweet_count': 7553, 'listed_count': 5}",1493192678192062467
4485056533,nest＋＋,nestplus2,2015-12-07T10:28:24.000Z,FALSE,,"Tokyo-Shinjuku,Shibuya",https://t.co/KH3vzJ5jTf,IT エンジニアとして、 成長を求める人々の居場所であり続ける。,FALSE,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/KH3vzJ5jTf', 'expanded_url': 'http://nestplus2.com', 'display_url': 'nestplus2.com'}]}}",https://pbs.twimg.com/profile_images/673812049432985601/pYPuJ_3s_normal.jpg,"{'followers_count': 2835, 'following_count': 4803, 'tweet_count': 56247, 'listed_count': 14}",787686200773521408
106934476,Time Tripper,Time_Tripper,2010-01-21T03:31:56.000Z,FALSE,,Japan,http://t.co/cXbv6ebNUb,"まだまだ小さい
大人に憧れるなー",FALSE,"{'url': {'urls': [{'start': 0, 'end': 22, 'url': 'http://t.co/cXbv6ebNUb', 'expanded_url': 'http://www6.plala.or.jp/TimeTripper/', 'display_url': 'www6.plala.or.jp/TimeTripper/'}]}}",https://pbs.twimg.com/profile_images/645118362/img_1499607_56585164_0_normal.jpg,"{'followers_count': 656, 'following_count': 25, 'tweet_count': 187497, 'listed_count': 23}",
554695996,前川篤志（ロト、ナンバーズ、競馬、株、為替、迷路、プログラミング、ＡＩ、心理、愚痴）,G_AM_ERA,2012-04-15T22:52:48.000Z,FALSE,,,https://t.co/aOQcYAm038,ロト、ナンバーズ、競馬、株のデータを解析した参考情報をブログリンクでお知らせします。また統合失調症（障害２級）の治療中で読者の中には気に障る表現が含まれていることがありますが、どうぞ気にせず読み飛ばしてください。病状については現実と幻覚・幻聴の区別ができる状態でありコミュニケーション全般について全く問題がありません。,FALSE,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/aOQcYAm038', 'expanded_url': 'https://paso-com-tutor.com/', 'display_url': 'paso-com-tutor.com'}]}}",https://pbs.twimg.com/profile_images/830391065907589120/AaJGQteh_normal.jpg,"{'followers_count': 2385, 'following_count': 4992, 'tweet_count': 40655, 'listed_count': 3}",1392778886966960140
1083565539933315072,ららこ＠子供プログラミング教室口コミいっぱい書きました。,rarako2019,2019-01-11T03:25:31.000Z,FALSE,,,https://t.co/buAzgidAce,🍀子供プログラミング教室🤖ロボット教室の体験ブロブを書いています🍀#女の子ママ🤖子供の習い事を探す→ロボット教室が気になる→親子でいっぱい体験する→詳しくなったのでブログ▶️ロボット教室.xyz（ロボえもん）🍀20校以上の体験レポート書きました。,FALSE,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/buAzgidAce', 'expanded_url': 'https://xn--9ckk2d5c4051a8fm.xyz/', 'display_url': 'ロボット教室.xyz'}]}, 'description': {'hashtags': [{'start': 33, 'end': 39, 'tag': '女の子ママ'}]}}",https://pbs.twimg.com/profile_images/1139105215401979904/1Zp4oPdG_normal.png,"{'followers_count': 4662, 'following_count': 4052, 'tweet_count': 28696, 'listed_count': 8}",1566612662628167680
1100479543,ICT教育ニュース,ICTEnews,2013-01-18T09:16:14.000Z,FALSE,,,http://t.co/BwRM7eqIUR,ICT教育ニュースは、情報通信技術（ICT）を活用した21世紀にふさわしい学校教育・リカレント教育・生涯学習の実現を目指すニュース・情報Webサイトです。,FALSE,"{'url': {'urls': [{'start': 0, 'end': 22, 'url': 'http://t.co/BwRM7eqIUR', 'expanded_url': 'http://ict-enews.net', 'display_url': 'ict-enews.net'}]}}",https://pbs.twimg.com/profile_images/700572282716946433/1vjGrSlg_normal.jpg,"{'followers_count': 13285, 'following_count': 4, 'tweet_count': 43175, 'listed_count': 242}",
882828268709322752,DEUXY,deuxyplus2,2017-07-06T05:07:16.000Z,FALSE,,,https://t.co/QDbFDcY8mr,DEUXYは、小学生のためのプログラミングスクールです。 IT企業である株式会社nest++が運営しており、プログラミングを本気で学ぶ意思のある小学生を対象としています。 テクノロジーを武器としてアイデアを実現し、社会に能動的に働きかける力を身につけることを目指しています。,FALSE,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/QDbFDcY8mr', 'expanded_url': 'http://deuxy.nestplus2.com/', 'display_url': 'deuxy.nestplus2.com'}]}}",https://pbs.twimg.com/profile_images/891857940734386176/11QtvR_9_normal.jpg,"{'followers_count': 57, 'following_count': 0, 'tweet_count': 59790, 'listed_count': 1}",899510481806737408
1230342829706137601,キャリアハブ,careerhub_work,2020-02-20T04:06:10.000Z,FALSE,,,https://t.co/JStiPo6seL,"【プログラミング学習中の人は見逃し厳禁！毎月企画を開催✨】
年齢・性別関係なく活躍できる職業、エンジニアについて発信中💻
キャリアアップして自分に合った働き方で毎日をもっと楽しくしませんか？
現役エンジニアだからこその小話も必見☺",FALSE,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/JStiPo6seL', 'expanded_url': 'https://careerhub.jp', 'display_url': 'careerhub.jp'}]}}",https://pbs.twimg.com/profile_images/1230344861267529728/Nv-RTteU_normal.jpg,"{'followers_count': 3657, 'following_count': 710, 'tweet_count': 12543, 'listed_count': 7}",1427032813451108355
1086416017780133888,オジサンテクノロジー,OjiTec,2019-01-19T00:12:18.000Z,FALSE,,,https://t.co/phHLnuNNxx,普通のおじさんが、プログラミングに関すること、運用中のRPAサービスについて呟きます。モットーは楽に生きる。興味のある方は、お気軽にお問い合わせください。 #おじさん #RPA,FALSE,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/phHLnuNNxx', 'expanded_url': 'https://ojitec-e9069.web.app/', 'display_url': 'ojitec-e9069.web.app'}]}, 'description': {'hashtags': [{'start': 78, 'end': 83, 'tag': 'おじさん'}, {'start': 84, 'end': 88, 'tag': 'RPA'}]}}",https://pbs.twimg.com/profile_images/1094803071559847936/mYGgu_99_normal.jpg,"{'followers_count': 321, 'following_count': 39, 'tweet_count': 34099, 'listed_count': 7}",
